Year_month,DANE_Year_Month,Period,Codigo.DANE.period,Codigo.DANE.year,Codigo.DANE,Year,Month,SST12,SST3,SST34,SST4,NATL,SATL,TROP,SOI,Equatorial_SOI,CPOLR,Winds_Equator,Rain,Temperature,MPI,min_masl,vectors,Total_pob,cases,sir,excess
2007-1,5040-2007-1,1,5040001,50402007,5040,2007,1,25.13,26.61,27.31,28.92,26.19,25.57,27.94,-1.3,0.2,-18.3,14.4,97.12365335,22.26192288,53.3,100,83.10094813,15407,0,0,0
2007-2,5040-2007-2,2,5040002,50402007,5040,2007,2,26.26,26.52,26.84,28.61,26.12,26.48,28.02,-0.1,-0.1,2.34,10.2,52.45229968,22.32895395,53.3,100,83.10094813,15407,0,0,0
2007-3,5040-2007-3,3,5040003,50402007,5040,2007,3,26.28,26.71,27.16,28.63,25.83,26.84,28.25,0.3,-0.6,9.12,14,212.8269563,22.35466088,53.3,100,83.10094813,15407,1,4.366272007,1
2007-4,5040-2007-4,4,5040004,50402007,5040,2007,4,25.19,27.26,27.7,28.66,26.1,26.77,28.56,-0.2,0.1,1.37,9.9,400.8906943,21.61043267,53.3,100,83.10094813,15407,0,0,0
2007-5,5040-2007-5,5,5040005,50402007,5040,2007,5,23.49,26.42,27.45,28.65,26.39,26.2,28.33,-0.2,0.2,6.13,4.2,417.4052307,20.9362256,53.3,100,83.10094813,15407,0,0,0
2007-6,5040-2007-6,6,5040006,50402007,5040,2007,6,22.34,26.19,27.57,28.73,26.67,25.06,27.97,0.9,-2.1,5.25,7.1,340.9707679,22.15292215,53.3,100,83.10094813,15407,0,0,0
2007-7,5040-2007-7,7,5040007,50402007,5040,2007,7,21.18,25.24,26.89,28.55,27.11,23.74,27.32,-0.5,-0.4,10.51,-0.2,314.5835296,22.16849422,53.3,100,83.10094813,15407,0,0,0
2007-8,5040-2007-8,8,5040008,50402007,5040,2007,8,19.89,24.2,26.32,28.53,27.44,23.05,27.01,0.7,-0.5,5.35,-2,487.8996721,21.37667435,53.3,100,83.10094813,15407,0,0,0
2007-9,5040-2007-9,9,5040009,50402007,5040,2007,9,19.51,23.99,25.9,28.16,27.9,23.2,27.06,0.3,-1.2,9.48,4.1,373.0532952,21.56032177,53.3,100,83.10094813,15407,0,0,0
2007-10,5040-2007-10,10,5040010,50402007,5040,2007,10,19.28,23.8,25.58,28.05,28.05,23.25,27.16,1.2,-1,12.59,3.2,398.1199563,20.22776292,53.3,100,83.10094813,15407,0,0,0
2007-11,5040-2007-11,11,5040011,50402007,5040,2007,11,19.72,23.66,25.4,27.57,27.43,23.94,27.19,1.4,-1.2,9.13,16.1,250.0803466,20.83073381,53.3,100,83.10094813,15407,0,0,0
2007-12,5040-2007-12,12,5040012,50402007,5040,2007,12,21.12,23.91,25.47,27.65,26.61,24.69,27.21,2.7,-2.1,20.63,16.5,161.6698715,20.4515441,53.3,100,83.10094813,15407,0,0,0
2008-1,5040-2008-1,13,5040013,50402008,5040,2008,1,24.26,24.32,24.97,26.78,25.89,25.61,27.2,2.9,-1.3,7.56,22,115.0213225,21.52912024,53.3,100,83.10094813,15605,1,2.156401865,1
2008-2,5040-2008-2,14,5040014,50402008,5040,2008,2,26.36,25.3,25.25,26.71,25.31,26.82,27.41,4.4,-1.3,26.74,23.6,181.3611928,21.08570905,53.3,100,83.10094813,15605,35,86.3409332,1
2008-3,5040-2008-3,15,5040015,50402008,5040,2008,3,27.12,26.69,26.3,27.14,25.38,27.41,27.91,2.4,-1.3,18.03,15.5,174.6910435,21.11485292,53.3,100,83.10094813,15605,34,82.31093829,1
2008-4,5040-2008-4,16,5040016,50402008,5040,2008,4,26.05,27.28,26.95,27.57,25.61,27.36,28.22,1.1,-1.3,12.2,15.3,225.4039602,20.81731989,53.3,100,83.10094813,15605,29,55.77437183,1
2008-5,5040-2008-5,17,5040017,50402008,5040,2008,5,24.69,27.18,27.19,27.9,26.36,26.76,28.19,-0.1,-0.1,12.64,7.6,411.3976157,20.71898857,53.3,100,83.10094813,15605,63,88.46722306,1
2008-6,5040-2008-6,18,5040018,50402008,5040,2008,6,23.62,26.52,27.07,27.99,26.94,25.39,27.73,1,0,5.66,3.9,410.9257506,21.38299405,53.3,100,83.10094813,15605,25,64.21734823,1
2008-7,5040-2008-7,19,5040019,50402008,5040,2008,7,22.74,26.12,27.03,28.11,27.46,24.23,27.37,0.5,-0.3,7.5,-0.4,408.612614,21.84025654,53.3,100,83.10094813,15605,31,60.10671725,1
2008-8,5040-2008-8,20,5040020,50402008,5040,2008,8,22.04,25.79,26.83,28.02,27.97,23.53,27.22,1.7,-0.6,4.44,-3,353.4494907,21.03357018,53.3,100,83.10094813,15605,25,53.24919159,1
2008-9,5040-2008-9,21,5040021,50402008,5040,2008,9,21.7,25.35,26.52,28.09,28.64,23.19,27.31,2,-0.6,-1.88,-1.3,327.6691166,20.95660241,53.3,100,83.10094813,15605,8,17.87565195,1
2008-10,5040-2008-10,22,5040022,50402008,5040,2008,10,21.32,25.32,26.57,28.25,28.56,23.26,27.49,2.1,-0.4,8.04,1.1,367.3261542,20.87784874,53.3,100,83.10094813,15605,7,15.82664551,1
2008-11,5040-2008-11,23,5040023,50402008,5040,2008,11,21.63,25.15,26.47,28.17,27.88,23.95,27.58,2.2,-1.3,4.46,15.3,356.204681,20.42363362,53.3,100,83.10094813,15605,23,50.08123568,1
2008-12,5040-2008-12,24,5040024,50402008,5040,2008,12,22.58,24.64,25.83,27.68,27,24.81,27.41,2.4,-1.4,18.49,21.8,132.1284312,20.74304565,53.3,100,83.10094813,15605,3,7.203643233,1
2009-1,5040-2009-1,25,5040025,50402009,5040,2009,1,24.36,25.32,25.76,27.38,26.05,25.72,27.43,1.8,-0.5,17.64,17.6,138.1617339,21.108267,53.3,100,83.10094813,15812,18,32.88846169,1
2009-2,5040-2009-2,26,5040026,50402009,5040,2009,2,25.86,25.96,26.13,27.41,25.33,26.62,27.58,3.1,-1.8,13.58,20.9,127.9399869,21.45064147,53.3,100,83.10094813,15812,10,19.25405444,1
2009-3,5040-2009-3,27,5040027,50402009,5040,2009,3,26.11,26.51,26.61,27.69,25.34,27.35,28.04,0.7,-0.7,9.07,16.7,180.958719,21.18689715,53.3,100,83.10094813,15812,13,25.67399775,1
2009-4,5040-2009-4,28,5040028,50402009,5040,2009,4,26.07,27.53,27.65,28.3,25.83,27.26,28.47,1.3,-0.7,8.17,9.3,223.7567226,21.58174801,53.3,100,83.10094813,15812,25,49.16882846,1
2009-5,5040-2009-5,29,5040029,50402009,5040,2009,5,25.11,27.59,28.06,28.82,26.08,26.57,28.56,-0.2,-1.2,7.53,3.3,297.6794031,21.51267829,53.3,100,83.10094813,15812,45,78.85224417,1
2009-6,5040-2009-6,30,5040030,50402009,5040,2009,6,23.9,27.28,28.13,28.96,26.57,25.28,28.25,0.2,0,0.78,0,304.7992712,21.72643962,53.3,100,83.10094813,15812,22,37.40929915,1
2009-7,5040-2009-7,31,5040031,50402009,5040,2009,7,22.82,26.66,27.83,29.06,27.35,23.83,27.71,0.4,-0.4,-11.85,2.8,304.7367576,22.67383525,53.3,100,83.10094813,15812,20,30.53206912,1
2009-8,5040-2009-8,32,5040032,50402009,5040,2009,8,21.66,26.05,27.59,29.17,27.79,23.11,27.45,-0.3,-0.8,-0.8,-5.7,339.0733247,22.58188873,53.3,100,83.10094813,15812,53,78.87483127,1
2009-9,5040-2009-9,33,5040033,50402009,5040,2009,9,21.21,25.83,27.48,29.04,28.24,23.1,27.45,0.5,-0.9,-5.88,3.9,243.7126781,22.62159813,53.3,100,83.10094813,15812,42,64.75013622,1
2009-10,5040-2009-10,34,5040034,50402009,5040,2009,10,21.12,25.84,27.69,29.54,28.19,23.62,27.77,-2,-0.1,-2.12,-4.2,275.3599828,21.45623682,53.3,100,83.10094813,15812,56,81.81040968,1
2009-11,5040-2009-11,35,5040035,50402009,5040,2009,11,21.87,26.27,28.25,29.84,27.73,24.16,28,-1,-1.2,-4.89,3.8,240.1109466,21.22805966,53.3,100,83.10094813,15812,41,67.44576933,1
2009-12,5040-2009-12,36,5040036,50402009,5040,2009,12,23.46,26.67,28.33,29.62,26.92,25.26,28.09,-1.2,-0.1,-20.98,7.2,122.6733846,21.50680833,53.3,100,83.10094813,15812,64,120.0755689,1
2010-1,5040-2010-1,37,5040037,50402010,5040,2010,1,24.52,26.73,28.1,29.39,26.42,26.23,28.05,-1.8,0.4,-29.04,9.7,26.33702941,22.39848081,53.3,100,83.10094813,16025,66,85.67974432,1
2010-2,5040-2010-2,38,5040038,50402010,5040,2010,2,25.79,27.12,27.92,29.01,26.24,26.91,28.23,-2.4,0.7,-49,10,80.6511016,23.06001643,53.3,100,83.10094813,16025,233,234.2707593,1
2010-3,5040-2010-3,39,5040039,50402010,5040,2010,3,26.5,27.88,28.34,29.1,26.71,27.74,28.68,-1.1,0.4,-25.35,5.1,187.4441436,22.64012354,53.3,100,83.10094813,16025,199,178.3688592,1
2010-4,5040-2010-4,40,5040040,50402010,5040,2010,4,26.35,28.12,28.4,29.21,27.05,27.51,29.04,2,0.4,-7.86,5.3,263.464305,21.81956657,53.3,100,83.10094813,16025,131,114.516792,1
2010-5,5040-2010-5,41,5040041,50402010,5040,2010,5,24.75,27.13,27.77,29,27.52,26.64,28.78,1.5,-1.6,8.22,6.6,421.1138228,21.78538192,53.3,100,83.10094813,16025,67,55.59438804,1
2010-6,5040-2010-6,42,5040042,50402010,5040,2010,6,23.36,26.08,27.16,28.58,27.84,25.54,28.15,0.6,-0.2,13.51,1.4,424.6143343,21.19369893,53.3,100,83.10094813,16025,64,65.04487743,1
2010-7,5040-2010-7,43,5040043,50402010,5040,2010,7,20.76,25,26.38,28.13,28.2,24.05,27.47,3,-0.7,12.35,-0.3,431.3202803,21.00599056,53.3,100,83.10094813,16025,49,59.89290783,1
2010-8,5040-2010-8,44,5040044,50402010,5040,2010,8,19.93,24.23,25.69,27.56,28.5,23.22,26.99,3,-1,11.42,0.2,444.8162639,22.02097287,53.3,100,83.10094813,16025,55,73.57755097,1
2010-9,5040-2010-9,45,5040045,50402010,5040,2010,9,19.23,24.07,25.46,27.2,28.7,23.06,26.95,3.7,-1.4,13.67,-4.4,438.388848,20.78658112,53.3,100,83.10094813,16025,61,108.1750456,1
2010-10,5040-2010-10,46,5040046,50402010,5040,2010,10,19.46,23.72,25.36,27.33,28.64,23.54,27.15,2.9,-1.9,12.4,10.2,317.4646341,20.89108733,53.3,100,83.10094813,16025,12,22.09962547,1
2010-11,5040-2010-11,47,5040047,50402010,5040,2010,11,20.3,23.95,25.38,27.24,28.1,24.09,27.27,2.1,-1.5,16.5,14.6,430.3166039,20.30120843,53.3,100,83.10094813,16025,1,2.134881549,1
2010-12,5040-2010-12,48,5040048,50402010,5040,2010,12,21.64,23.98,25.44,27.31,27.34,24.81,27.21,4.8,-3.3,23.56,22.5,294.4047081,20.0509745,53.3,100,83.10094813,16025,1,2.719181139,1
2011-1,5040-2011-1,49,5040049,50402011,5040,2011,1,23.89,24.4,25.09,27.04,26.69,25.72,27.14,3.8,-2.6,21.48,27.3,112.8318335,20.5943755,53.3,100,83.10094813,16237,10,23.03490716,1
2011-2,5040-2011-2,50,5040050,50402011,5040,2011,2,26.11,25.58,25.55,27.03,25.91,27,27.51,4.5,-2.1,29.91,24.3,155.6009288,20.77539709,53.3,100,83.10094813,16237,15,31.47199116,1
2011-3,5040-2011-3,51,5040051,50402011,5040,2011,3,26.1,26.37,26.4,27.73,25.97,27.52,27.96,4.2,-2,14.78,19.8,230.3906075,20.67360215,53.3,100,83.10094813,16237,22,38.9881224,1
2011-4,5040-2011-4,52,5040052,50402011,5040,2011,4,25.61,27.2,27.05,27.76,26.34,27.32,28.31,3.1,-0.8,9.9,17,384.2411991,20.63611524,53.3,100,83.10094813,16237,39,75.95486082,1
2011-5,5040-2011-5,53,5040053,50402011,5040,2011,5,24.78,26.94,27.49,28.37,26.75,26.21,28.25,0.6,-0.4,1.38,13.2,392.344282,21.53450146,53.3,100,83.10094813,16237,31,53.43467004,1
2011-6,5040-2011-6,54,5040054,50402011,5040,2011,6,23.42,26.59,27.4,28.36,27.41,24.73,27.82,0.4,-0.9,-0.75,7.5,379.9730445,21.95666911,53.3,100,83.10094813,16237,38,72.20698239,1
2011-7,5040-2011-7,55,5040055,50402011,5040,2011,7,22.12,25.88,27.11,28.38,27.56,23.86,27.33,1.6,-1,-0.24,6.3,361.4772254,21.80377058,53.3,100,83.10094813,16237,61,102.6448582,1
2011-8,5040-2011-8,56,5040056,50402011,5040,2011,8,20.8,24.88,26.48,28.46,28.07,23,27.04,0.7,-0.8,4.74,-0.9,319.7036259,21.90707713,53.3,100,83.10094813,16237,58,108.4477634,1
2011-9,5040-2011-9,57,5040057,50402011,5040,2011,9,19.88,24.44,26.09,28.11,28.2,23.06,27,1.7,-0.4,5.43,1.2,323.3331064,21.82228963,53.3,100,83.10094813,16237,64,120.9725826,1
2011-10,5040-2011-10,58,5040058,50402011,5040,2011,10,19.95,24.35,26.06,27.99,28.1,23.39,27.21,1.2,-1.1,11.46,0.6,341.781046,20.54776449,53.3,100,83.10094813,16237,54,105.7880819,1
2011-11,5040-2011-11,59,5040059,50402011,5040,2011,11,20.96,24.18,25.85,27.87,27.6,23.79,27.39,1.8,-1.5,10.11,10.5,335.7849777,20.39995856,53.3,100,83.10094813,16237,43,100.1270146,1
2011-12,5040-2011-12,60,5040060,50402011,5040,2011,12,22.18,24.35,25.66,27.44,26.8,23.96,27.26,4.1,-2.1,16.13,24.9,216.9956056,20.59890662,53.3,100,83.10094813,16237,35,96.21966007,1
2012-1,5040-2012-1,61,5040061,50402012,5040,2012,1,23.91,25.2,25.91,27.31,25.91,24.93,27.31,1.8,-1.6,23.07,25.9,102.5412497,20.73130664,53.3,100,83.10094813,16447,81,165.5433934,1
2012-2,5040-2012-2,62,5040062,50402012,5040,2012,2,25.95,26.13,26.18,27.47,25.48,25.65,27.55,0.8,-2.1,24.54,17.5,75.29492312,20.99666413,53.3,100,83.10094813,16447,91,189.1889033,1
2012-3,5040-2012-3,63,5040063,50402012,5040,2012,3,26.52,27.04,26.79,27.55,25.22,26.68,27.94,1.2,-1.7,10.88,19,198.297957,21.95008934,53.3,100,83.10094813,16447,57,120.6305681,1
2012-4,5040-2012-4,64,5040064,50402012,5040,2012,4,26.55,27.49,27.29,27.98,25.77,26.39,28.42,-0.4,0,-0.32,11.1,383.3839107,20.88702369,53.3,100,83.10094813,16447,52,108.7642939,1
2012-5,5040-2012-5,65,5040065,50402012,5040,2012,5,25.42,27.26,27.69,28.37,26.28,25.84,28.4,0.1,-0.9,1.05,7.6,334.864463,21.98009809,53.3,100,83.10094813,16447,66,135.9943524,1
2012-6,5040-2012-6,66,5040066,50402012,5040,2012,6,24.49,27.19,27.95,28.5,26.83,24.38,27.94,-0.7,-0.5,2.42,3.7,278.1751248,22.19091861,53.3,100,83.10094813,16447,88,177.0391057,1
2012-7,5040-2012-7,67,5040067,50402012,5040,2012,7,22.13,26.47,27.57,28.54,27.37,23.43,27.44,-0.1,-1.1,-10.1,1.3,317.2093801,22.37245519,53.3,100,83.10094813,16447,69,131.8793946,1
2012-8,5040-2012-8,68,5040068,50402012,5040,2012,8,20.95,25.92,27.58,28.78,27.99,22.89,27.26,-0.3,0,-0.32,-6.1,337.0424718,22.50384631,53.3,100,83.10094813,16447,38,78.42354049,1
2012-9,5040-2012-9,69,5040069,50402012,5040,2012,9,21.13,25.41,27.2,28.8,28.5,22.76,27.34,0.4,-0.3,-4.54,2.4,229.8596134,22.19749105,53.3,100,83.10094813,16447,37,80.74737826,1
2012-10,5040-2012-10,70,5040070,50402012,5040,2012,10,20.42,25.11,27.13,29.03,28.3,22.96,27.53,0.5,-0.7,-3.33,0.8,352.8451105,21.35704278,53.3,100,83.10094813,16447,45,90.1552162,1
2012-11,5040-2012-11,71,5040071,50402012,5040,2012,11,21.52,25.44,27.32,29.04,28.06,23.62,27.78,0.4,-0.5,2.29,8.7,215.1463773,21.50077611,53.3,100,83.10094813,16447,13,26.14628668,1
2012-12,5040-2012-12,72,5040072,50402012,5040,2012,12,22.39,24.61,26.18,28.45,27.23,24.66,27.63,-1,-1.6,8.26,11.3,92.82771904,20.97062027,53.3,100,83.10094813,16447,21,48.39244096,1
2013-1,5040-2013-1,73,5040073,50402013,5040,2013,1,24.37,25,26.09,28.14,26.18,25.78,27.62,-0.1,-0.5,-0.54,21.3,40.64061551,21.55343464,53.3,100,83.10094813,16658,16,33.34895803,1
2013-2,5040-2013-2,74,5040074,50402013,5040,2013,2,25.98,25.83,26.25,28.19,25.75,26.45,27.86,-0.4,-1.5,8.74,14,131.1767474,21.34343715,53.3,100,83.10094813,16658,25,48.38507255,1
2013-3,5040-2013-3,75,5040075,50402013,5040,2013,3,26.11,27.2,27.02,27.74,26.15,26.99,28.23,2.5,-0.3,-0.84,16.3,185.1290842,22.53146438,53.3,100,83.10094813,16658,49,83.07399108,1
2013-4,5040-2013-4,76,5040076,50402013,5040,2013,4,24.65,27.59,27.92,28.36,26.31,26.88,28.59,0.4,-0.8,10.21,13,292.4616475,22.34985184,53.3,100,83.10094813,16658,18,30.63931847,1
2013-5,5040-2013-5,77,5040077,50402013,5040,2013,5,23.24,26.52,27.58,28.57,26.7,26.17,28.33,1.3,-0.5,7.19,6.8,374.0260121,21.82646131,53.3,100,83.10094813,16658,22,37.31558599,1
2013-6,5040-2013-6,78,5040078,50402013,5040,2013,6,21.27,25.84,27.37,28.57,27.05,24.77,27.76,2,-2,4.09,4.1,402.7602044,22.55112556,53.3,100,83.10094813,16658,38,81.713498,1
2013-7,5040-2013-7,79,5040079,50402013,5040,2013,7,20.02,25.3,27.04,28.61,27.3,23.62,27.28,1.3,-1.3,8.83,1.9,302.3672921,22.20320073,53.3,100,83.10094813,16658,34,82.26897853,1
2013-8,5040-2013-8,80,5040080,50402013,5040,2013,8,19.83,24.5,26.43,28.5,27.92,23.14,27.03,0.3,-0.6,9.28,-7.5,425.8755018,21.89236845,53.3,100,83.10094813,16658,16,51.07000587,1
2013-9,5040-2013-9,81,5040081,50402013,5040,2013,9,19.81,24.96,26.82,28.74,28.48,22.9,27.22,0.5,-1,4.75,0.3,315.3540253,22.27538948,53.3,100,83.10094813,16658,16,63.22000877,1
2013-10,5040-2013-10,82,5040082,50402013,5040,2013,10,20.2,25.04,26.62,28.8,28.4,23.22,27.47,-0.1,-0.2,2.46,3.2,235.5632867,21.72274592,53.3,100,83.10094813,16658,30,108.0904732,1
2013-11,5040-2013-11,83,5040083,50402013,5040,2013,11,20.98,24.97,26.73,28.81,27.61,23.63,27.69,1.2,-1.2,5.65,8,254.1216235,20.83209474,53.3,100,83.10094813,16658,21,85.21492008,1
2013-12,5040-2013-12,84,5040084,50402013,5040,2013,12,22.83,25.29,26.47,28.15,26.76,24.57,27.61,0.1,-1.4,11.12,19.7,150.4448782,20.98137859,53.3,100,83.10094813,16658,19,84.12218404,1
2014-1,5040-2014-1,85,5040085,50402014,5040,2014,1,24.71,25.47,26.07,27.91,25.89,25.56,27.58,2.4,-0.2,10.72,20.2,89.76334626,21.19717554,53.3,100,83.10094813,16870,27,77.52551537,1
2014-2,5040-2014-2,86,5040086,50402014,5040,2014,2,25.18,25.63,25.89,27.93,25.37,26.66,27.67,0.1,-1,9.23,17.9,86.17570716,21.42665007,53.3,100,83.10094813,16870,30,94.69859108,1
2014-3,5040-2014-3,87,5040087,50402014,5040,2014,3,25.81,27.11,26.89,28.28,25.16,27.06,28.18,-1.5,0.1,-11.28,11.2,104.7208411,21.83877602,53.3,100,83.10094813,16870,32,82.7496802,1
2014-4,5040-2014-4,88,5040088,50402014,5040,2014,4,25.38,27.74,27.99,28.83,25.68,26.93,28.66,1.3,0,-13.42,7.5,252.2934413,22.67657456,53.3,100,83.10094813,16870,28,73.83955832,1
2014-5,5040-2014-5,89,5040089,50402014,5040,2014,5,25.18,27.8,28.33,29.27,26.12,26.32,28.74,0.9,0,-1.54,1.1,443.6725889,21.91072762,53.3,100,83.10094813,16870,27,70.49669135,1
2014-6,5040-2014-6,90,5040090,50402014,5040,2014,6,24.39,27.58,28.18,29.07,26.51,25.22,28.32,0.3,-1.3,-9.91,3.1,398.1964405,23.09478455,53.3,100,83.10094813,16870,32,83.84641539,1
2014-7,5040-2014-7,91,5040091,50402014,5040,2014,7,23.19,26.35,27.27,28.83,26.96,23.72,27.61,-0.3,-0.2,0.6,-1.5,334.3598599,23.25061897,53.3,100,83.10094813,16870,11,29.61337298,1
2014-8,5040-2014-8,92,5040092,50402014,5040,2014,8,21.88,25.54,26.89,28.97,27.61,22.97,27.36,-1.2,0.3,2.1,-8.2,349.6781441,22.45788613,53.3,100,83.10094813,16870,10,30.60722012,1
2014-9,5040-2014-9,93,5040093,50402014,5040,2014,9,21.32,25.35,27.07,29.21,28.19,23,27.38,-1.2,0.1,-2.86,-3.5,294.9315203,22.27006255,53.3,100,83.10094813,16870,19,68.32529837,1
2014-10,5040-2014-10,94,5040094,50402014,5040,2014,10,21.26,25.71,27.2,29.15,28.34,23.34,27.7,-1,-0.2,0.69,0.7,294.9511551,21.42312177,53.3,100,83.10094813,16870,9,30.4861805,1
2014-11,5040-2014-11,95,5040095,50402014,5040,2014,11,22.36,26.08,27.57,29.4,27.63,23.44,27.95,-1.5,-0.2,4.98,2.3,264.7747322,21.19226791,53.3,100,83.10094813,16870,6,21.71258486,1
2014-12,5040-2014-12,96,5040096,50402014,5040,2014,12,22.73,26.03,27.28,29.2,26.89,24.25,27.9,-0.9,-0.7,2.2,9.8,194.1035455,21.04784124,53.3,100,83.10094813,16870,8,35.85057454,1
2015-1,5040-2015-1,97,5040097,50402015,5040,2015,1,24.58,26.21,27.07,28.92,26.03,25.81,27.83,-1.4,0.6,8.96,11.8,75.51159543,21.41742569,53.3,100,83.10094813,17086,2,6.56933013,1
2015-2,5040-2015-2,98,5040098,50402015,5040,2015,2,25.53,26.75,27.48,29.06,25.74,26.75,28.04,0.4,0.6,6.07,18.2,105.1520478,22.08991493,53.3,100,83.10094813,17086,1,3.239525416,1
2015-3,5040-2015-3,99,5040099,50402015,5040,2015,3,26.73,27.29,27.68,29.17,25.58,27.02,28.39,-1.2,1.5,-18.82,15.3,109.6003367,22.2711353,53.3,100,83.10094813,17086,2,6.008745263,1
2015-4,5040-2015-4,100,5040100,50402015,5040,2015,4,26.69,28.33,28.63,29.62,25.54,27.08,28.93,-0.1,0.4,-15.98,2.9,255.0256336,22.84170534,53.3,100,83.10094813,17086,6,18.8226354,1
2015-5,5040-2015-5,101,5040101,50402015,5040,2015,5,25.95,28.07,28.71,29.68,25.98,26.25,28.89,-1.2,1.1,-14.19,-2.5,298.3974019,23.10954704,53.3,100,83.10094813,17086,9,23.63036572,1
2015-6,5040-2015-6,102,5040102,50402015,5040,2015,6,25.09,27.9,28.73,29.74,26.28,24.91,28.43,-0.9,0.2,-26.82,0.1,328.8672243,23.81249952,53.3,100,83.10094813,17086,5,13.74237318,1
2015-7,5040-2015-7,103,5040103,50402015,5040,2015,7,24.31,27.58,28.56,29.68,26.93,23.59,27.98,-1.9,0.7,-17.18,-5,310.786483,23.47987049,53.3,100,83.10094813,17086,12,21.01245353,1
2015-8,5040-2015-8,104,5040104,50402015,5040,2015,8,22.66,27.06,28.55,29.42,27.67,22.74,27.69,-2.4,0.7,-26.42,-4.9,280.4601455,23.6015686,53.3,100,83.10094813,17086,16,25.65170531,1
2015-9,5040-2015-9,105,5040105,50402015,5040,2015,9,22.84,27.1,28.55,29.46,28.5,22.76,27.83,-2.7,0.7,-27.69,-7.3,334.0619421,23.48800694,53.3,100,83.10094813,17086,8,14.11334509,1
2015-10,5040-2015-10,106,5040106,50402015,5040,2015,10,23.07,27.46,28.98,29.63,28.62,23.3,28.15,-2.8,1.6,-29.91,-6.7,271.3070235,22.79041273,53.3,100,83.10094813,17086,4,6.414572614,1
2015-11,5040-2015-11,107,5040107,50402015,5040,2015,11,23.67,27.9,29.54,30.22,27.85,24.13,28.52,-0.8,0,-30.81,-0.4,274.3932746,22.16147816,53.3,100,83.10094813,17086,6,10.96402799,1
2015-12,5040-2015-12,108,5040108,50402015,5040,2015,12,24.94,27.84,29.03,29.84,26.8,25.25,28.57,-0.9,1.1,-49.94,6.1,127.5677747,23.51904687,53.3,100,83.10094813,17086,2,3.833814768,1
2016-1,5040-2016-1,109,5040109,50402016,5040,2016,1,25.72,28.16,29.04,29.49,26.15,26.32,28.62,-3.6,1.6,-50.97,6,40.32556138,22.72149966,53.3,100,83.10094813,17304,10,14.76054804,1
2016-2,5040-2016-2,110,5040110,50402016,5040,2016,2,27.1,28.31,28.97,29.47,25.71,27.12,28.6,-3.2,1.1,-48.45,9,44.0895667,22.95200004,53.3,100,83.10094813,17304,1,1.323725984,1
2016-3,5040-2016-3,111,5040111,50402016,5040,2016,3,27.72,28.69,28.85,29.42,25.91,27.49,29.04,-0.1,1.3,-28.66,7.8,52.81191624,23.37737129,53.3,100,83.10094813,17304,7,8.464042167,1
2016-4,5040-2016-4,112,5040112,50402016,5040,2016,4,26.18,28.27,28.79,29.26,26.17,27.2,29.18,-2,0.5,-17.02,2.5,340.0243531,22.90144519,53.3,100,83.10094813,17304,14,16.1029825,1
2016-5,5040-2016-5,113,5040113,50402016,5040,2016,5,25.06,27.18,28.15,29.35,26.79,26.32,28.91,0.7,0,-3.7,1.4,416.1015968,23.07840861,53.3,100,83.10094813,17304,4,4.962375811,1
2016-6,5040-2016-6,114,5040114,50402016,5040,2016,6,23.54,26.62,27.73,29.26,27.08,25.42,28.34,1.1,0.6,1.34,0,386.8638425,22.99658056,53.3,100,83.10094813,17304,14,20.23510791,1
2016-7,5040-2016-7,115,5040115,50402016,5040,2016,7,22.22,25.41,26.88,28.94,27.62,24.3,27.71,0.7,-0.4,8.68,-1.4,368.8233517,22.81007854,53.3,100,83.10094813,17304,12,18.28757732,1
2016-8,5040-2016-8,116,5040116,50402016,5040,2016,8,21.26,24.79,26.41,28.69,28.23,23.55,27.4,1.2,-1,10.66,0.6,309.2658011,22.90284817,53.3,100,83.10094813,17304,13,23.22513213,1
2016-9,5040-2016-9,117,5040117,50402016,5040,2016,9,21.17,24.91,26.34,28.51,28.49,23.28,27.42,2,-0.8,11.3,-0.7,299.1937054,22.61181593,53.3,100,83.10094813,17304,8,17.98685083,1
2016-10,5040-2016-10,118,5040118,50402016,5040,2016,10,21.35,24.61,26.07,28.28,28.45,23.59,27.59,-0.4,-1,14.06,1.7,346.557002,21.7687998,53.3,100,83.10094813,17304,8,16.97384129,1
2016-11,5040-2016-11,119,5040119,50402016,5040,2016,11,21.88,24.69,26.18,28.27,28.05,24.19,27.73,-0.2,-0.8,16.57,12.9,324.1861691,21.55626777,53.3,100,83.10094813,17304,9,20.04593083,1
2016-12,5040-2016-12,120,5040120,50402016,5040,2016,12,23.26,24.98,26.31,28.38,27.35,25.2,27.83,0.5,-1.2,15.4,13.1,202.3039923,21.28759325,53.3,100,83.10094813,17304,7,18.97939921,1
2017-1,5040-2017-1,121,5040121,50402017,5040,2017,1,25.58,25.64,26.3,28.15,26.32,25.97,27.82,0.3,-1.2,15.35,16.9,74.74659842,21.37230384,53.3,100,83.10094813,17521,4,8.660895943,1
2017-2,5040-2017-2,122,5040122,50402017,5040,2017,2,27.24,26.91,26.83,28.01,25.85,26.51,28.06,-0.1,-0.1,23.95,13.2,48.2754271,22.06472883,53.3,100,83.10094813,17521,2,5.28936253,1
2017-3,5040-2017-3,123,5040123,50402017,5040,2017,3,28.43,27.66,27.44,28.17,25.69,27.1,28.53,1.5,-0.2,17.23,14.2,251.0941608,21.75983854,53.3,100,83.10094813,17521,14,31.4301672,1
