Year_month,DANE_Year_Month,Period,Codigo.DANE.period,Codigo.DANE.year,Codigo.DANE,Year,Month,SST12,SST3,SST34,SST4,NATL,SATL,TROP,SOI,Equatorial_SOI,CPOLR,Winds_Equator,Rain,Temperature,MPI,min_masl,vectors,Total_pob,cases,sir,excess
2012-9,5790-2012-9,69,5790069,57902012,5790,2012,9,21.13,25.41,27.2,28.8,28.5,22.76,27.34,0.4,-0.3,-4.54,2.4,244.0584114,23.42864134,53.5,100,74.04063205,39257,192,152.9638958,1
2012-10,5790-2012-10,70,5790070,57902012,5790,2012,10,20.42,25.11,27.13,29.03,28.3,22.96,27.53,0.5,-0.7,-3.33,0.8,369.6117293,22.5866586,53.5,100,74.04063205,39257,161,117.942248,1
2012-11,5790-2012-11,71,5790071,57902012,5790,2012,11,21.52,25.44,27.32,29.04,28.06,23.62,27.78,0.4,-0.5,2.29,8.7,220.066284,22.81397737,53.5,100,74.04063205,39257,200,146.3388772,1
2012-12,5790-2012-12,72,5790072,57902012,5790,2012,12,22.39,24.61,26.18,28.45,27.23,24.66,27.63,-1,-1.6,8.26,11.3,68.12962014,22.48701348,53.5,100,74.04063205,39257,220,184.7276429,1
2013-1,5790-2013-1,73,5790073,57902013,5790,2013,1,24.37,25,26.09,28.14,26.18,25.78,27.62,-0.1,-0.5,-0.54,21.3,19.23352868,23.18435365,53.5,100,74.04063205,40355,205,158.0037371,1
2013-2,5790-2013-2,74,5790074,57902013,5790,2013,2,25.98,25.83,26.25,28.19,25.75,26.45,27.86,-0.4,-1.5,8.74,14,108.6177873,22.94950674,53.5,100,74.04063205,40355,328,232.4508702,1
2013-3,5790-2013-3,75,5790075,57902013,5790,2013,3,26.11,27.2,27.02,27.74,26.15,26.99,28.23,2.5,-0.3,-0.84,16.3,149.9809446,23.89136348,53.5,100,74.04063205,40355,391,242.9711398,1
2013-4,5790-2013-4,76,5790076,57902013,5790,2013,4,24.65,27.59,27.92,28.36,26.31,26.88,28.59,0.4,-0.8,10.21,13,250.1903248,23.88710011,53.5,100,74.04063205,40355,345,216.9000442,1
2013-5,5790-2013-5,77,5790077,57902013,5790,2013,5,23.24,26.52,27.58,28.57,26.7,26.17,28.33,1.3,-0.5,7.19,6.8,374.3526293,22.86327255,53.5,100,74.04063205,40355,360,224.1812146,1
2013-6,5790-2013-6,78,5790078,57902013,5790,2013,6,21.27,25.84,27.37,28.57,27.05,24.77,27.76,2,-2,4.09,4.1,430.2788082,23.65627462,53.5,100,74.04063205,40355,256,202.5209186,1
2013-7,5790-2013-7,79,5790079,57902013,5790,2013,7,20.02,25.3,27.04,28.61,27.3,23.62,27.28,1.3,-1.3,8.83,1.9,329.0885729,23.73279381,53.5,100,74.04063205,40355,201,179.5423959,1
2013-8,5790-2013-8,80,5790080,57902013,5790,2013,8,19.83,24.5,26.43,28.5,27.92,23.14,27.03,0.3,-0.6,9.28,-7.5,459.0871653,23.26154039,53.5,100,74.04063205,40355,167,197.5559279,1
2013-9,5790-2013-9,81,5790081,57902013,5790,2013,9,19.81,24.96,26.82,28.74,28.48,22.9,27.22,0.5,-1,4.75,0.3,347.7126113,23.28192195,53.5,100,74.04063205,40355,141,203.8491776,1
2013-10,5790-2013-10,82,5790082,57902013,5790,2013,10,20.2,25.04,26.62,28.8,28.4,23.22,27.47,-0.1,-0.2,2.46,3.2,237.1431736,22.83398535,53.5,100,74.04063205,40355,129,172.6403257,1
2013-11,5790-2013-11,83,5790083,57902013,5790,2013,11,20.98,24.97,26.73,28.81,27.61,23.63,27.69,1.2,-1.2,5.65,8,240.8497336,22.17721783,53.5,100,74.04063205,40355,92,136.6714456,1
2013-12,5790-2013-12,84,5790084,57902013,5790,2013,12,22.83,25.29,26.47,28.15,26.76,24.57,27.61,0.1,-1.4,11.12,19.7,152.4196998,22.36059489,53.5,100,74.04063205,40355,50,81.25056625,1
2014-1,5790-2014-1,85,5790085,57902014,5790,2014,1,24.71,25.47,26.07,27.91,25.89,25.56,27.58,2.4,-0.2,10.72,20.2,105.2342393,22.81199804,53.5,100,74.04063205,41485,79,83.94198746,1
2014-2,5790-2014-2,86,5790086,57902014,5790,2014,2,25.18,25.63,25.89,27.93,25.37,26.66,27.67,0.1,-1,9.23,17.9,59.52234188,23.2802676,53.5,100,74.04063205,41485,55,64.46213385,1
2014-3,5790-2014-3,87,5790087,57902014,5790,2014,3,25.81,27.11,26.89,28.28,25.16,27.06,28.18,-1.5,0.1,-11.28,11.2,75.17652486,23.77442355,53.5,100,74.04063205,41485,75,71.69336158,1
2014-4,5790-2014-4,88,5790088,57902014,5790,2014,4,25.38,27.74,27.99,28.83,25.68,26.93,28.66,1.3,0,-13.42,7.5,238.8898383,24.04413754,53.5,100,74.04063205,41485,66,64.45743883,1
2014-5,5790-2014-5,89,5790089,57902014,5790,2014,5,25.18,27.8,28.33,29.27,26.12,26.32,28.74,0.9,0,-1.54,1.1,467.5678085,23.23500081,53.5,100,74.04063205,41485,55,53.79296548,1
2014-6,5790-2014-6,90,5790090,57902014,5790,2014,6,24.39,27.58,28.18,29.07,26.51,25.22,28.32,0.3,-1.3,-9.91,3.1,446.162784,24.38196255,53.5,100,74.04063205,41485,56,54.30048575,1
2014-7,5790-2014-7,91,5790091,57902014,5790,2014,7,23.19,26.35,27.27,28.83,26.96,23.72,27.61,-0.3,-0.2,0.6,-1.5,384.4873333,24.83413851,53.5,100,74.04063205,41485,69,69.24159107,1
2014-8,5790-2014-8,92,5790092,57902014,5790,2014,8,21.88,25.54,26.89,28.97,27.61,22.97,27.36,-1.2,0.3,2.1,-8.2,370.8337323,23.63013426,53.5,100,74.04063205,41485,79,89.20914132,1
2014-9,5790-2014-9,93,5790093,57902014,5790,2014,9,21.32,25.35,27.07,29.21,28.19,23,27.38,-1.2,0.1,-2.86,-3.5,312.6860335,23.30065196,53.5,100,74.04063205,41485,56,74.44145743,1
2014-10,5790-2014-10,94,5790094,57902014,5790,2014,10,21.26,25.71,27.2,29.15,28.34,23.34,27.7,-1,-0.2,0.69,0.7,311.3810817,22.67966169,53.5,100,74.04063205,41485,34,43.19027839,1
2014-11,5790-2014-11,95,5790095,57902014,5790,2014,11,22.36,26.08,27.57,29.4,27.63,23.44,27.95,-1.5,-0.2,4.98,2.3,298.0241888,22.44515313,53.5,100,74.04063205,41485,23,31.2681991,1
2014-12,5790-2014-12,96,5790096,57902014,5790,2014,12,22.73,26.03,27.28,29.2,26.89,24.25,27.9,-0.9,-0.7,2.2,9.8,204.7193007,22.53599501,53.5,100,74.04063205,41485,24,40.00661305,1
2015-1,5790-2015-1,97,5790097,57902015,5790,2015,1,24.58,26.21,27.07,28.92,26.03,25.81,27.83,-1.4,0.6,8.96,11.8,69.3643702,22.69364595,53.5,100,74.04063205,42641,25,31.11012821,1
2015-2,5790-2015-2,98,5790098,57902015,5790,2015,2,25.53,26.75,27.48,29.06,25.74,26.75,28.04,0.4,0.6,6.07,18.2,93.39393234,22.93472653,53.5,100,74.04063205,42641,31,38.40233478,1
2015-3,5790-2015-3,99,5790099,57902015,5790,2015,3,26.73,27.29,27.68,29.17,25.58,27.02,28.39,-1.2,1.5,-18.82,15.3,100.903582,23.31918732,53.5,100,74.04063205,42641,14,16.01540007,1
2015-4,5790-2015-4,100,5790100,57902015,5790,2015,4,26.69,28.33,28.63,29.62,25.54,27.08,28.93,-0.1,0.4,-15.98,2.9,247.9693952,23.44964047,53.5,100,74.04063205,42641,9,10.76066674,1
2015-5,5790-2015-5,101,5790101,57902015,5790,2015,5,25.95,28.07,28.71,29.68,25.98,26.25,28.89,-1.2,1.1,-14.19,-2.5,302.4684054,23.71799187,53.5,100,74.04063205,42641,20,20.09928222,1
2015-6,5790-2015-6,102,5790102,57902015,5790,2015,6,25.09,27.9,28.73,29.74,26.28,24.91,28.43,-0.9,0.2,-26.82,0.1,333.9711318,24.29674049,53.5,100,74.04063205,42641,29,30.68168934,1
2015-7,5790-2015-7,103,5790103,57902015,5790,2015,7,24.31,27.58,28.56,29.68,26.93,23.59,27.98,-1.9,0.7,-17.18,-5,318.8059045,23.9436987,53.5,100,74.04063205,42641,31,20.8906646,1
2015-8,5790-2015-8,104,5790104,57902015,5790,2015,8,22.66,27.06,28.55,29.42,27.67,22.74,27.69,-2.4,0.7,-26.42,-4.9,289.1567192,24.17475634,53.5,100,74.04063205,42641,28,17.28086576,1
2015-9,5790-2015-9,105,5790105,57902015,5790,2015,9,22.84,27.1,28.55,29.46,28.5,22.76,27.83,-2.7,0.7,-27.69,-7.3,351.4221684,24.14519118,53.5,100,74.04063205,42641,35,23.791666,1
2015-10,5790-2015-10,106,5790106,57902015,5790,2015,10,23.07,27.46,28.98,29.63,28.62,23.3,28.15,-2.8,1.6,-29.91,-6.7,276.1478337,23.53878167,53.5,100,74.04063205,42641,36,22.35783818,1
2015-11,5790-2015-11,107,5790107,57902015,5790,2015,11,23.67,27.9,29.54,30.22,27.85,24.13,28.52,-0.8,0,-30.81,-0.4,283.8775995,22.93621879,53.5,100,74.04063205,42641,13,9.172705268,1
2015-12,5790-2015-12,108,5790108,57902015,5790,2015,12,24.94,27.84,29.03,29.84,26.8,25.25,28.57,-0.9,1.1,-49.94,6.1,130.4124308,23.91632413,53.5,100,74.04063205,42641,15,11.11610595,1
2016-1,5790-2016-1,109,5790109,57902016,5790,2016,1,25.72,28.16,29.04,29.49,26.15,26.32,28.62,-3.6,1.6,-50.97,6,36.30406348,23.66780359,53.5,100,74.04063205,43856,14,8.018996602,1
2016-2,5790-2016-2,110,5790110,57902016,5790,2016,2,27.1,28.31,28.97,29.47,25.71,27.12,28.6,-3.2,1.1,-48.45,9,37.23913462,23.86143702,53.5,100,74.04063205,43856,7,3.586434074,1
2016-3,5790-2016-3,111,5790111,57902016,5790,2016,3,27.72,28.69,28.85,29.42,25.91,27.49,29.04,-0.1,1.3,-28.66,7.8,47.85045807,24.47871092,53.5,100,74.04063205,43856,7,3.275825064,1
2016-4,5790-2016-4,112,5790112,57902016,5790,2016,4,26.18,28.27,28.79,29.26,26.17,27.2,29.18,-2,0.5,-17.02,2.5,342.7746864,23.7618876,53.5,100,74.04063205,43856,17,7.60615984,1
2016-5,5790-2016-5,113,5790113,57902016,5790,2016,5,25.06,27.18,28.15,29.35,26.79,26.32,28.91,0.7,0,-3.7,1.4,432.3729423,23.80971531,53.5,100,74.04063205,43856,9,4.373440389,1
2016-6,5790-2016-6,114,5790114,57902016,5790,2016,6,23.54,26.62,27.73,29.26,27.08,25.42,28.34,1.1,0.6,1.34,0,398.4172409,23.63095682,53.5,100,74.04063205,43856,11,6.247542864,1
2016-7,5790-2016-7,115,5790115,57902016,5790,2016,7,22.22,25.41,26.88,28.94,27.62,24.3,27.71,0.7,-0.4,8.68,-1.4,380.9663404,23.52103455,53.5,100,74.04063205,43856,15,8.973579398,1
2016-8,5790-2016-8,116,5790116,57902016,5790,2016,8,21.26,24.79,26.41,28.69,28.23,23.55,27.4,1.2,-1,10.66,0.6,316.5585732,23.71378701,53.5,100,74.04063205,43856,16,11.19326992,1
2016-9,5790-2016-9,117,5790117,57902016,5790,2016,9,21.17,24.91,26.34,28.51,28.49,23.28,27.42,2,-0.8,11.3,-0.7,298.4781669,23.53067909,53.5,100,74.04063205,43856,10,8.739893753,1
2016-10,5790-2016-10,118,5790118,57902016,5790,2016,10,21.35,24.61,26.07,28.28,28.45,23.59,27.59,-0.4,-1,14.06,1.7,353.1720571,22.78820521,53.5,100,74.04063205,43856,5,4.077095157,1
2016-11,5790-2016-11,119,5790119,57902016,5790,2016,11,21.88,24.69,26.18,28.27,28.05,24.19,27.73,-0.2,-0.8,16.57,12.9,340.3522362,22.51196878,53.5,100,74.04063205,43856,5,4.253293985,1
2016-12,5790-2016-12,120,5790120,57902016,5790,2016,12,23.26,24.98,26.31,28.38,27.35,25.2,27.83,0.5,-1.2,15.4,13.1,188.2950734,22.33122829,53.5,100,74.04063205,43856,2,2.081584878,1
2017-1,5790-2017-1,121,5790121,57902017,5790,2017,1,25.58,25.64,26.3,28.15,26.32,25.97,27.82,0.3,-1.2,15.35,16.9,68.46634345,22.45901667,53.5,100,74.04063205,45083,11,9.273450137,1
2017-2,5790-2017-2,122,5790122,57902017,5790,2017,2,27.24,26.91,26.83,28.01,25.85,26.51,28.06,-0.1,-0.1,23.95,13.2,41.28759353,23.37884696,53.5,100,74.04063205,45083,1,1.019903693,1
2017-3,5790-2017-3,123,5790123,57902017,5790,2017,3,28.43,27.66,27.44,28.17,25.69,27.1,28.53,1.5,-0.2,17.23,14.2,230.3913874,22.95575712,53.5,100,74.04063205,45083,2,1.731640719,1
2017-4,5790-2017-4,124,5790124,57902017,5790,2017,4,26.5,28.13,28.17,28.62,26.13,27.2,28.89,-0.3,0.6,1.22,5.9,299.1558341,23.49995745,53.5,100,74.04063205,45083,2,1.77631581,1
2017-5,5790-2017-5,125,5790125,57902017,5790,2017,5,24.96,27.59,28.3,28.98,26.79,26.47,28.78,0.4,-0.1,0.13,3.3,443.3890729,23.22004248,53.5,100,74.04063205,45083,2,1.645734713,1
2017-6,5790-2017-6,126,5790126,57902017,5790,2017,6,23.15,26.71,28.1,29.28,27.27,25.26,28.22,-0.7,0.5,5.2,-0.3,456.5392131,23.22328822,53.5,100,74.04063205,45083,4,2.907241541,1
2017-7,5790-2017-7,127,5790127,57902017,5790,2017,7,21.52,26.02,27.58,29.02,27.84,23.92,27.71,1.3,0.5,-5.39,-1.2,568.1234254,23.57188829,53.5,100,74.04063205,45083,3,2.197586691,1
2017-8,5790-2017-8,128,5790128,57902017,5790,2017,8,20.58,25.23,26.85,28.78,28.25,23.48,27.46,0.9,-0.5,1.74,-4.2,335.9913977,23.52355451,53.5,100,74.04063205,45083,4,3.380360106,1
2017-9,5790-2017-9,129,5790129,57902017,5790,2017,9,19.87,24.5,26.44,28.59,28.42,23.26,27.34,1,-0.1,9.9,-4.6,422.069288,23.35747388,53.5,100,74.04063205,45083,4,3.776227131,1
2017-10,5790-2017-10,130,5790130,57902017,5790,2017,10,19.8,24.69,26.4,28.56,28.13,23.5,27.59,1.5,-1.2,6.98,6.5,349.3493196,23.1417272,53.5,100,74.04063205,45083,1,1.023843979,1
2017-11,5790-2017-11,131,5790131,57902017,5790,2017,11,20.5,24.25,25.91,28.32,27.79,24,27.66,1.5,-2.3,12.54,13.2,239.9082455,22.6926638,53.5,100,74.04063205,45083,1,1.065312268,1
2017-12,5790-2017-12,132,5790132,57902017,5790,2017,12,21.62,24.12,25.72,28.06,27.27,24.54,27.48,-0.2,-1.1,16.99,14.6,142.1167585,22.70330709,53.5,100,74.04063205,45083,5,5.874217384,1
2018-1,5790-2018-1,133,5790133,57902018,5790,2018,1,23.78,24.59,25.87,28.02,26.26,25.72,27.5,1.8,-2.3,23.8,18.9,209.5244377,22.65455233,53.5,100,74.04063205,26964,6,5.151238137,1
2018-2,5790-2018-2,134,5790134,57902018,5790,2018,2,25.61,25.59,26.06,27.84,25.49,26.31,27.72,-0.8,-0.1,2.8,17.5,59.87094792,23.44435873,53.5,100,74.04063205,26964,2,1.991045064,1
2018-3,5790-2018-3,135,5790135,57902018,5790,2018,3,25.85,26.43,26.5,28.04,25.52,26.82,28.15,2.4,-1.1,13.06,19.8,147.2551402,23.70158456,53.5,100,74.04063205,26964,8,7.007540184,1
2018-4,5790-2018-4,136,5790136,57902018,5790,2018,4,24.89,27.08,27.31,28.56,25.64,26.96,28.56,0.8,-0.6,20.87,12.6,277.088708,23.47933373,53.5,100,74.04063205,26964,3,2.214931827,1
2018-5,5790-2018-5,137,5790137,57902018,5790,2018,5,24.07,27.07,27.77,28.92,25.84,26.24,28.51,0.6,-0.1,14.55,5.9,531.3626541,23.03865179,53.5,100,74.04063205,26964,16,10.52201839,1
2018-6,5790-2018-6,138,5790138,57902018,5790,2018,6,22.48,26.82,27.86,29.08,26.03,25.14,28.02,-0.2,0.4,9.45,-2.9,455.7058198,23.31797699,53.5,100,74.04063205,26964,9,6.341201178,1
2018-7,5790-2018-7,139,5790139,57902018,5790,2018,7,21.54,26.14,27.52,29.01,26.75,23.94,27.51,0.4,-0.7,2.83,3,366.2959396,23.5111379,53.5,100,74.04063205,26964,10,7.016048081,1
2018-8,5790-2018-8,140,5790140,57902018,5790,2018,8,20.67,25.36,27.18,29.16,27.45,23.36,27.29,-0.5,-0.4,2.74,-3,322.1323551,23.93816959,53.5,100,74.04063205,26964,3,2.44634414,1
2018-9,5790-2018-9,141,5790141,57902018,5790,2018,9,20.6,25.29,27.1,29.13,28.14,23.17,27.45,-1.5,-0.2,1.67,-5.6,488.7598615,23.27715798,53.5,100,74.04063205,26964,3,2.57452476,1
2018-10,5790-2018-10,142,5790142,57902018,5790,2018,10,21.15,25.85,27.63,29.56,28.15,23.75,27.83,0.6,0.5,3.21,-0.9,389.4319999,22.8657277,53.5,100,74.04063205,26964,2,1.537433341,1
2018-11,5790-2018-11,143,5790143,57902018,5790,2018,11,22.4,26.12,27.69,29.46,27.51,24.2,28.06,-0.1,0.6,-4.24,7.8,233.1755963,22.94737021,53.5,100,74.04063205,26964,0,0,0
2018-12,5790-2018-12,144,5790144,57902018,5790,2018,12,23.67,26.21,27.54,29.41,26.45,24.97,28.08,1.7,-0.5,-4.27,14.4,39.62715816,22.82799834,53.5,100,74.04063205,26964,1,0.870891873,0
2019-1,5790-2019-1,145,5790145,57902019,5790,2019,1,25.32,26.41,27.24,29.06,25.83,25.93,28.03,-0.1,0.3,-4.53,17.6,46.32691574,23.30914643,53.5,100,74.04063205,27517,1,0.605723963,0
2019-2,5790-2019-2,146,5790146,57902019,5790,2019,2,26.77,27.09,27.44,28.94,25.7,26.99,28.16,-2.3,1.9,-19.51,13,89.24362282,23.74601159,53.5,100,74.04063205,27517,2,1.169963205,1
2019-3,5790-2019-3,147,5790147,57902019,5790,2019,3,27.11,27.95,28.21,29.09,25.42,27.84,28.63,-0.5,0.7,-20.92,10.6,90.04398843,23.84843922,53.5,100,74.04063205,27517,3,1.57672447,1
2019-4,5790-2019-4,148,5790148,57902019,5790,2019,4,26.2,28.21,28.53,29.13,25.84,27.34,28.92,0.2,0.1,-11.1,9.9,283.6298239,24.09702437,53.5,100,74.04063205,27517,1,0.581290115,0
2019-5,5790-2019-5,149,5790149,57902019,5790,2019,5,24.76,27.87,28.63,29.41,26.27,26.47,28.82,-0.7,0.7,-13.58,3.1,472.8573499,23.86339223,53.5,100,74.04063205,27517,3,1.609325169,1
2019-6,5790-2019-6,150,5790150,57902019,5790,2019,6,23.15,27.07,28.31,29.53,26.89,25.12,28.3,-0.7,-0.2,-10.28,4.4,397.4982562,23.2220113,53.5,100,74.04063205,27517,9,5.48641748,1
2019-7,5790-2019-7,151,5790151,57902019,5790,2019,7,21.24,25.93,27.72,29.51,27.35,23.92,27.7,-0.6,0.3,-2.63,-4,411.1587322,22.52020883,53.5,100,74.04063205,27517,14,8.128139221,1
2019-8,5790-2019-8,152,5790152,57902019,5790,2019,8,20.39,25.11,27.05,29.31,27.89,23.06,27.34,-0.2,0,-0.22,-2.2,396.954001,22.79902618,53.5,100,74.04063205,27517,3,2.152523549,1
2019-9,5790-2019-9,153,5790153,57902019,5790,2019,9,19.86,24.8,26.75,29.25,28.55,23.24,27.35,-1.9,1,4.99,-8.5,366.89409,22.53497246,53.5,100,74.04063205,27517,4,2.908378989,1
2019-10,5790-2019-10,154,5790154,57902019,5790,2019,10,19.94,25.25,27.28,29.53,28.48,23.56,27.73,-0.6,-0.2,3.5,-2.3,353.3893846,21.94536868,53.5,100,74.04063205,27517,6,4.593075673,1
2019-11,5790-2019-11,155,5790155,57902019,5790,2019,11,21.49,25.57,27.28,29.4,27.73,24.74,28.02,-1.4,0,4.85,8,248.0486694,22.0327628,53.5,100,74.04063205,27517,4,3.43269023,1
2019-12,5790-2019-12,156,5790156,57902019,5790,2019,12,23.11,25.56,27.08,29.29,26.8,25.57,28.09,-0.9,0,0.43,9.8,105.612068,22.03073348,53.5,100,74.04063205,27517,0,0,0
2020-1,5790-2020-1,157,5790157,57902020,5790,2020,1,24.49,25.89,27.08,29.16,26.07,26.7,28.19,0.3,0,-12.41,20.1,118.350961,22.11571227,53.5,100,74.04063205,27995,4,2.780652974,1
2020-2,5790-2020-2,158,5790158,57902020,5790,2020,2,26.24,26.48,27.09,28.98,25.79,27.23,28.34,-0.1,0.8,-16.23,20.5,51.17948922,22.7587226,53.5,100,74.04063205,27995,7,4.727942052,1
2020-3,5790-2020-3,159,5790159,57902020,5790,2020,3,27.04,27.34,27.7,28.95,25.96,27.69,28.74,-0.2,0.3,3,15.5,109.1844891,23.10061675,53.5,100,74.04063205,27995,2,1.237061142,1
2020-4,5790-2020-4,160,5790160,57902020,5790,2020,4,26.01,27.96,28.22,29.04,26.33,27.49,29.06,0.3,0.9,10.59,12.4,213.2703013,22.77057282,53.5,100,74.04063205,27995,3,1.59096042,1
2020-5,5790-2020-5,161,5790161,57902020,5790,2020,5,24.33,27.08,27.67,28.83,26.58,26.81,28.79,0.7,0,7.44,9.9,323.5980988,23.01782347,53.5,100,74.04063205,27995,0,0,0
2020-6,5790-2020-6,162,5790162,57902020,5790,2020,6,22.31,26.07,27.44,28.99,27.32,25.32,28.24,-0.6,-0.3,13.57,2,389.5883056,22.48938136,53.5,100,74.04063205,27995,6,3.500536458,1
2020-7,5790-2020-7,163,5790163,57902020,5790,2020,7,20.83,25.45,27.15,28.83,27.77,24.07,27.76,0.7,-1.4,9.24,3,476.9391051,22.18223612,53.5,100,74.04063205,27995,0,0,0
2020-8,5790-2020-8,164,5790164,57902020,5790,2020,8,20.17,24.79,26.38,28.36,28.15,23.52,27.38,1.8,-1.2,7.44,-2.5,427.6482757,22.36932659,53.5,100,74.04063205,27995,2,1.214583283,1
2020-9,5790-2020-9,165,5790165,57902020,5790,2020,9,19.82,24.21,26.12,28.25,28.54,23.16,27.28,1.5,-1.2,8.75,4,389.9444804,22.24806708,53.5,100,74.04063205,27995,0,0,0
2020-10,5790-2020-10,166,5790166,57902020,5790,2020,10,20.12,24.19,25.64,27.97,28.4,23.53,27.46,0.8,-1.5,11.11,9.3,357.5668399,22.19358865,53.5,100,74.04063205,27995,1,0.659169968,0
2020-11,5790-2020-11,167,5790167,57902020,5790,2020,11,20.95,24.17,25.59,27.98,27.78,24.01,27.62,1.1,-0.4,15.42,10.3,331.3712667,21.90974944,53.5,100,74.04063205,27995,1,0.705398963,0
2020-12,5790-2020-12,168,5790168,57902020,5790,2020,12,21.98,24.56,25.66,27.6,27.15,24.54,27.54,3,-1.5,19.3,24.5,118.1911378,21.68751936,53.5,100,74.04063205,27995,1,0.818036084,0
2021-1,5790-2021-1,169,5790169,57902021,5790,2021,1,23.78,25.16,25.67,27.22,26.48,25.6,27.45,3.2,-1.9,20.73,30.6,102.968214,21.85159867,53.5,100,74.04063205,28429,1,0.689651279,0
2021-2,5790-2021-2,170,5790170,57902021,5790,2021,2,25.51,25.67,25.87,27.23,25.8,26.41,27.7,2.5,-1.1,11.18,25.2,101.2841742,22.34531535,53.5,100,74.04063205,28429,4,2.792588145,1
2021-3,5790-2021-3,171,5790171,57902021,5790,2021,3,26.18,26.69,26.69,27.81,25.69,26.89,28.17,0.6,-1,11.17,16.2,335.7700033,21.88128048,53.5,100,74.04063205,28429,4,2.529029178,1
2021-4,5790-2021-4,172,5790172,57902021,5790,2021,4,24.6,26.81,27.24,28.33,26.03,27.14,28.48,0.6,0.3,-4.76,17.2,342.052647,21.94895988,53.5,100,74.04063205,28429,7,4.563079833,1
2021-5,5790-2021-5,173,5790173,57902021,5790,2021,5,23.78,26.76,27.56,28.73,26.35,26.78,28.47,0.8,-0.9,3.37,13.1,477.8093803,22.09167753,53.5,100,74.04063205,28429,6,4.126338009,1
2021-6,5790-2021-6,174,5790174,57902021,5790,2021,6,23.12,26.55,27.67,28.88,26.81,25.64,28.12,0.7,0.5,8.91,3.7,403.5231905,21.7974299,53.5,100,74.04063205,28429,8,5.238209945,1
2021-7,5790-2021-7,175,5790175,57902021,5790,2021,7,22.08,25.77,27.11,28.66,27.31,24.69,27.69,2.3,-0.9,0.33,9.9,500.3932369,22.1242031,53.5,100,74.04063205,28429,4,2.511762554,1
2021-8,5790-2021-8,176,5790176,57902021,5790,2021,8,20.84,25.02,26.62,28.62,27.97,24.01,27.41,1,-0.2,9.97,-2.2,436.9463534,21.76291112,53.5,100,74.04063205,28429,1,0.625991986,0
2021-9,5790-2021-9,177,5790177,57902021,5790,2021,9,20.76,24.84,26.49,28.25,28.57,23.67,27.44,1.3,-1.1,6.84,5.7,370.7565388,21.96580936,53.5,100,74.04063205,28429,1,0.7012696,0
2021-10,5790-2021-10,178,5790178,57902021,5790,2021,10,20.58,24.53,26,28.11,28.29,24.06,27.59,1.2,-1.2,12.94,3.4,334.2887214,21.73438042,53.5,100,74.04063205,28429,5,3.395789574,1
2021-11,5790-2021-11,179,5790179,57902021,5790,2021,11,20.81,24.43,25.97,27.99,27.9,24.53,27.69,1.6,-1.6,15.1,14,190.6684994,21.28673962,53.5,100,74.04063205,28429,2,1.499740812,1
2021-12,5790-2021-12,180,5790180,57902021,5790,2021,12,21.31,24.06,25.6,27.68,27.05,24.88,27.49,2.5,-0.4,8.27,29.7,138.9130362,21.67318637,53.5,100,74.04063205,28429,0,0,0
2022-1,5790-2022-1,181,5790181,57902022,5790,2022,1,23.82,24.5,25.73,28,26.34,26.04,27.59,0.8,-0.5,16.48,23.5,72.22578941,21.25581403,53.5,100,74.04063205,28868,4,3.374843213,1
2022-2,5790-2022-2,182,5790182,57902022,5790,2022,2,24.66,25.32,26.02,27.87,26.08,27.17,27.71,1.8,-1.7,24.38,24.5,56.09730317,21.44670098,53.5,100,74.04063205,28868,6,4.931347006,1
2022-3,5790-2022-3,183,5790183,57902022,5790,2022,3,25.95,26.46,26.34,27.58,25.64,27.45,28.14,2.9,-1.8,22.67,20.8,197.0257769,21.78181693,53.5,100,74.04063205,28868,3,1.875805231,1
2022-4,5790-2022-4,184,5790184,57902022,5790,2022,4,24.31,26.68,26.85,27.79,25.89,27.23,28.46,2.8,-1.3,18.55,16.7,338.3411681,21.83334114,53.5,100,74.04063205,28868,2,1.34966215,1
2022-5,5790-2022-5,185,5790185,57902022,5790,2022,5,23.2,26.3,26.83,27.93,26.65,26.29,28.32,2.4,-1,15.33,13.2,472.4636596,22.13548177,53.5,100,74.04063205,28868,5,2.707425436,1
2022-6,5790-2022-6,186,5790186,57902022,5790,2022,6,21.77,26.02,27.03,28.27,27.11,25.36,27.94,2.8,-1.1,9.42,5.7,538.4288867,21.38155157,53.5,100,74.04063205,28868,4,2.399266274,1
2022-7,5790-2022-7,187,5790187,57902022,5790,2022,7,20.67,25.51,26.68,27.9,27.44,23.88,27.32,1.3,-1.8,6.69,10.9,511.8703404,21.82584433,53.5,100,74.04063205,28868,2,1.170884039,1
2022-8,5790-2022-8,188,5790188,57902022,5790,2022,8,20.29,24.69,25.92,27.76,28.09,23.26,27.09,1.7,-1.6,11.66,0.2,502.6557101,21.72946914,53.5,100,74.04063205,28868,6,3.864122809,1
2022-9,5790-2022-9,189,5790189,57902022,5790,2022,9,19.46,24.21,25.83,27.67,28.56,23.23,27.11,2.7,-0.8,11.05,-2.7,445.0399798,21.81119643,53.5,100,74.04063205,28868,2,1.354647545,1
2022-10,5790-2022-10,190,5790190,57902022,5790,2022,10,19.06,24.17,25.92,27.6,28.38,23.74,27.27,2.8,-1.1,12.15,9,329.1072281,21.50863522,53.5,100,74.04063205,28868,2,1.523203344,1
2022-11,5790-2022-11,191,5790191,57902022,5790,2022,11,20.27,24.31,25.89,27.77,27.48,24.37,27.48,0.5,-0.6,12.28,13.4,445.1373112,21.21600163,53.5,100,74.04063205,28868,3,2.503066928,1
