SPEC,LONG,LAT
Anopheles calderoni,-72.64451,4.187754
Anopheles calderoni,-75.8577,4.878
Anopheles calderoni,-75.85,-1
Anopheles calderoni,-76.28,4.14
Anopheles calderoni,-78.73,1.62
Anopheles calderoni,-76.35,3.88
Anopheles calderoni,-79.68,-2.1
Anopheles calderoni,-79.080833,-0.271667
Anopheles calderoni,-79.2725,-0.086111
